"U:0","U:1","U:2","UMean:0","UMean:1","UMean:2","UPrime2Mean:0","UPrime2Mean:1","UPrime2Mean:2","UPrime2Mean:3","UPrime2Mean:4","UPrime2Mean:5","UWater:0","UWater:1","UWater:2","alpha.water","k","kMean","nut","p_rgh","p_rghMean","rho","p","Points:0","Points:1","Points:2"
0.51453,0.099135,-0.078889,0.46868,0.035279,0.011828,0.03168,0.020781,0.011451,0.0013067,-0.0014381,-0.0006854,0.231,0.055822,-0.031045,0.45538,0.02294,0.025548,2.2578e-05,560.47,617.3,455.93,37.011,1.3856,-0.19073,0.16254
0.51822,0.11195,-0.037332,0.46785,0.036468,0.011505,0.030867,0.020181,0.010995,0.0013073,-0.0015383,-0.00045805,0.22432,0.053857,-0.019746,0.44314,0.023056,0.024773,2.8369e-05,548.7,617.47,443.7,38.074,1.3909,-0.19073,0.16268
0.51257,0.094633,-0.027061,0.46818,0.036745,0.011406,0.030631,0.01985,0.010876,0.0012533,-0.0015351,-0.00039589,0.21731,0.042187,-0.014106,0.43526,0.023389,0.024584,2.6628e-05,540.64,617.4,435.82,39.399,1.3944,-0.19073,0.16278
0.49935,0.083535,6.3761e-06,0.46719,0.038825,0.011794,0.030074,0.018973,0.010401,0.0011746,-0.0015539,-0.00024307,0.2177,0.035996,-0.005187,0.44328,0.023239,0.023887,2.2669e-05,553.5,617.54,443.84,40.992,1.4,-0.19073,0.16292
0.48959,0.058585,0.0019351,0.46737,0.03932,0.011745,0.029902,0.01875,0.010223,0.0011051,-0.001544,-0.00015359,0.21823,0.019162,-0.004273,0.45812,0.023148,0.023721,2.1873e-05,573.25,617.5,458.67,43.159,1.4033,-0.19073,0.16301
0.46954,0.03343,-0.0048727,0.46597,0.041487,0.012457,0.029173,0.017722,0.0096923,0.00090282,-0.0013768,-5.1306e-05,0.23483,0.0086147,-0.0041307,0.50445,0.022617,0.023069,8.2193e-06,630.28,617.71,504.94,44.517,1.4091,-0.19073,0.16318
0.4581,0.011706,-0.0027581,0.46601,0.041991,0.012469,0.029037,0.017575,0.0095252,0.00081958,-0.0013589,5.2429e-05,0.23726,-0.009271,-0.0020004,0.52925,0.022064,0.022922,8.1572e-06,661.62,617.73,529.72,46.893,1.4121,-0.19073,0.16327
0.43886,-0.010999,-0.011962,0.46405,0.043377,0.013228,0.027885,0.016559,0.008959,0.00052095,-0.0010355,0.00019268,0.25154,-0.023458,-0.0031696,0.58058,0.020717,0.022286,7.913e-06,723.31,618.08,581,48.287,1.4182,-0.19073,0.16346
0.4295,-0.027238,-0.0049693,0.46398,0.043747,0.013312,0.027748,0.016451,0.0088377,0.000426,-0.0010163,0.00029164,0.25071,-0.038552,0.003277,0.59666,0.020078,0.022153,6.8716e-06,743.16,618.14,597.06,49.856,1.4209,-0.19073,0.16354
0.40002,-0.062449,0.0067268,0.46122,0.044435,0.014021,0.026438,0.015712,0.0082393,8.9855e-05,-0.00067052,0.00051415,0.24993,-0.057293,0.0080611,0.62871,0.018004,0.021537,9.1249e-06,782.72,618.64,629.08,51.358,1.4273,-0.19073,0.16377
0.39651,-0.073373,0.016179,0.46104,0.044599,0.014176,0.026284,0.015617,0.0081654,-1.8108e-06,-0.00066221,0.00059534,0.24654,-0.066482,0.016281,0.62737,0.017539,0.021422,8.7878e-06,781.38,618.72,627.74,51.685,1.4297,-0.19073,0.16384
0.3627,-0.13012,0.033304,0.45783,0.044864,0.014999,0.025045,0.015156,0.0075354,-0.00037675,-0.00032667,0.00081911,0.23537,-0.091758,0.024259,0.63482,0.015528,0.020842,5.8677e-06,791.36,619.33,635.18,51.72,1.4364,-0.19073,0.16409
0.36273,-0.13428,0.037646,0.45747,0.044835,0.015211,0.024894,0.015062,0.0074941,-0.00044839,-0.00032973,0.00087188,0.23108,-0.093496,0.027376,0.62336,0.015281,0.020748,8.5868e-06,778.05,619.42,623.73,51.327,1.4385,-0.19073,0.16415
0.3532,-0.1856,0.044871,0.45394,0.044563,0.016533,0.02382,0.014505,0.0068882,-0.0008813,-4.2075e-06,0.0010167,0.22513,-0.11458,0.031852,0.61495,0.014148,0.020191,2.7727e-05,768.05,620.13,615.33,49.757,1.4454,-0.19073,0.16443
0.35241,-0.1834,0.04169,0.45341,0.044426,0.016765,0.023695,0.014415,0.0068685,-0.00092687,-1.2643e-05,0.0010343,0.22007,-0.11071,0.028571,0.60305,0.014105,0.020116,2.9016e-05,754.06,620.23,603.44,49.238,1.4472,-0.19073,0.16449
0.36887,-0.20713,0.04105,0.44958,0.043826,0.018655,0.022627,0.013664,0.0063885,-0.001353,0.00025558,0.0010474,0.21346,-0.1122,0.02549,0.56603,0.014123,0.019558,4.7041e-05,708.74,621.06,566.47,46.533,1.4546,-0.19073,0.16482
0.36615,-0.20201,0.037277,0.449,0.04367,0.018839,0.022531,0.013588,0.0063843,-0.0013764,0.00024828,0.0010362,0.20697,-0.10627,0.021715,0.55412,0.014185,0.019503,4.5003e-05,694.53,621.16,554.56,45.957,1.4559,-0.19073,0.16487
0.38422,-0.20348,0.042418,0.44515,0.042966,0.020822,0.021303,0.012775,0.0060722,-0.0016931,0.00041352,0.00092938,0.17868,-0.086067,0.015068,0.46552,0.014903,0.018954,2.7287e-05,586.08,622.2,466.05,41.489,1.4636,-0.19073,0.16527
0.38102,-0.19915,0.040802,0.44468,0.042842,0.020909,0.021232,0.012725,0.006073,-0.0016998,0.00041125,0.00090862,0.17331,-0.081741,0.013604,0.45672,0.014938,0.018918,2.6233e-05,575.29,622.29,457.26,40.773,1.4646,-0.19073,0.1653
0.37606,-0.19003,0.050939,0.44072,0.041964,0.022317,0.019833,0.01201,0.0058283,-0.0018174,0.00042533,0.0007815,0.12479,-0.053627,0.0076993,0.33987,0.015738,0.018408,5.6218e-06,430.93,623.61,340.53,33.514,1.4727,-0.19073,0.16578
0.3744,-0.18794,0.049724,0.44048,0.041898,0.022328,0.019797,0.011989,0.0058278,-0.0018147,0.00042626,0.00076904,0.12316,-0.052016,0.0070501,0.33811,0.01573,0.018393,5.6112e-06,428.42,623.66,338.77,33.07,1.4732,-0.19073,0.16579
0.34407,-0.16712,0.026925,0.43714,0.040932,0.022549,0.018803,0.011599,0.005591,-0.0016863,0.0003126,0.00070512,0.091018,-0.034681,-0.00019579,0.27348,0.016305,0.018037,1.2585e-06,345.65,624.88,274.21,25.533,1.4799,-0.19073,0.16622
0.33621,-0.16024,0.020795,0.43616,0.040388,0.022717,0.01862,0.011565,0.0056308,-0.0016356,0.00026358,0.00069898,0.082353,-0.029227,-0.002352,0.25722,0.016451,0.017938,2.5397e-07,324.55,624.96,257.97,23.87,1.4817,-0.19073,0.16634
0.33613,-0.16038,0.020963,0.43606,0.040356,0.022691,0.018613,0.011551,0.0056215,-0.0016246,0.00025603,0.00068754,0.082112,-0.029098,-0.0023833,0.25665,0.016459,0.017928,2.5428e-09,323.82,624.97,257.39,23.834,1.4818,-0.19073,0.16634
0.33562,-0.15949,0.01922,0.43598,0.040318,0.022641,0.018614,0.011535,0.0056077,-0.0016136,0.00025269,0.00068236,0.081989,-0.029014,-0.0024553,0.2564,0.016474,0.017918,0,323.48,624.98,257.14,23.806,1.482,-0.19073,0.16635
0.2988,-0.1004,-0.05999,0.43123,0.037517,0.022002,0.018229,0.011322,0.0056386,-0.0011591,-8.0289e-05,0.00054893,0.068898,-0.011423,-0.0168,0.24661,0.016881,0.017459,2.1136e-07,306.01,625.39,247.37,18.905,1.4909,-0.19073,0.1669
0.29943,-0.044135,-0.10798,0.42773,0.035314,0.021006,0.018152,0.011006,0.0056514,-0.00078517,-0.00033924,0.00032697,0.078331,0.0017587,-0.027369,0.28212,0.016568,0.017076,1.3662e-05,347.66,625.63,282.84,19.442,1.4988,-0.19073,0.16736
0.29558,-0.032494,-0.12783,0.4273,0.035044,0.020521,0.018097,0.010877,0.0055281,-0.00073111,-0.00036746,0.00031051,0.078535,0.0021402,-0.028046,0.28279,0.016693,0.016999,1.4651e-05,348.53,625.74,283.51,19.393,1.5,-0.19073,0.1674
0.29673,-0.023993,-0.13446,0.42716,0.034894,0.02007,0.017924,0.010763,0.0054109,-0.00072824,-0.00036556,0.00026501,0.080202,0.002625,-0.028672,0.28661,0.016696,0.01692,1.7603e-05,353.51,625.85,287.33,19.553,1.5013,-0.19073,0.16745
0.31856,0.014477,-0.13436,0.42462,0.033136,0.01874,0.017781,0.010354,0.0053794,-0.00043411,-0.00048819,-3.7345e-05,0.099678,0.012725,-0.031859,0.33687,0.015917,0.016537,3.8341e-05,416.37,626.01,337.54,23.156,1.5091,-0.19073,0.16785
0.33564,0.031673,-0.11564,0.42303,0.03175,0.017387,0.017571,0.010056,0.0054031,-0.00022225,-0.00049212,-0.00033224,0.11494,0.018754,-0.029904,0.37139,0.015263,0.016198,4.1587e-05,461.62,626.03,372.02,27.447,1.5162,-0.19073,0.16818
0.34386,0.041709,-0.10648,0.42323,0.031657,0.016787,0.01715,0.0098797,0.0052225,-0.0003072,-0.00042161,-0.00044445,0.11876,0.01969,-0.030181,0.37914,0.015129,0.016072,4.7116e-05,471.97,626.19,379.76,27.933,1.5182,-0.19073,0.16825
0.35286,0.049037,-0.092823,0.42359,0.031533,0.016173,0.01672,0.0097057,0.0050471,-0.00043138,-0.00032917,-0.00053374,0.12231,0.020601,-0.029915,0.38592,0.014952,0.015937,4.69e-05,481.31,626.32,386.54,28.505,1.5203,-0.19073,0.16831
0.35964,0.055907,-0.082815,0.42278,0.030337,0.014528,0.016396,0.0094768,0.0050306,-0.00030752,-0.00025248,-0.00075901,0.12995,0.023124,-0.029402,0.40364,0.01469,0.015598,3.4182e-05,505.59,626.26,404.23,31.88,1.5273,-0.19073,0.1686
0.35846,0.058559,-0.086238,0.42264,0.029279,0.012763,0.016086,0.0093243,0.0050095,-0.00023442,-0.00016568,-0.00083215,0.13554,0.024891,-0.032878,0.42127,0.014545,0.015293,2.1954e-05,528.26,626.08,421.84,34.165,1.5337,-0.19073,0.16884
0.36218,0.062183,-0.075171,0.42325,0.02917,0.011861,0.015626,0.0091482,0.0048157,-0.00040549,-9.0215e-05,-0.00086375,0.13832,0.025532,-0.032831,0.42798,0.014282,0.015125,1.4899e-05,537.45,626.18,428.55,34.7,1.5364,-0.19073,0.16891
0.35765,0.062357,-0.072666,0.42405,0.029274,0.010887,0.015325,0.008993,0.0046952,-0.00055605,-8.1213e-05,-0.00084903,0.14066,0.026196,-0.033583,0.43682,0.013999,0.014954,9.4367e-06,548.89,626.18,437.38,35.195,1.5392,-0.19073,0.16897
0.35702,0.067176,-0.076354,0.42474,0.028391,0.0091377,0.014928,0.0088249,0.0046768,-0.00056819,-1.0546e-05,-0.0007866,0.15152,0.03057,-0.037491,0.46808,0.013602,0.014667,4.8722e-06,587.5,625.89,468.61,37.416,1.5455,-0.19073,0.16917
0.3623,0.074275,-0.071582,0.42594,0.027638,0.0078893,0.014511,0.0086191,0.0047265,-0.0006122,1.612e-05,-0.00066088,0.16884,0.038067,-0.036732,0.50981,0.012944,0.014417,3.9087e-06,638.71,625.5,510.3,40.174,1.5514,-0.19073,0.16932
0.35414,0.076364,-0.072326,0.42702,0.028176,0.0071743,0.014352,0.0084023,0.0046891,-0.00074449,-2.4451e-06,-0.0006547,0.17347,0.039761,-0.037686,0.52498,0.012593,0.014239,2.3095e-06,657.99,625.42,525.45,40.795,1.5546,-0.19073,0.16936
0.35016,0.08163,-0.069699,0.42783,0.029011,0.0072429,0.014263,0.0081506,0.0047019,-0.00086573,2.1338e-05,-0.00064841,0.18141,0.042511,-0.037252,0.5449,0.012151,0.014078,4.1694e-06,683.53,625.31,545.36,41.736,1.5578,-0.19073,0.16939
0.36041,0.088001,-0.055145,0.42917,0.028337,0.0068056,0.013863,0.0078991,0.0048054,-0.00091354,-6.2679e-08,-0.00053514,0.20273,0.05054,-0.029111,0.58702,0.01135,0.01385,6.3041e-06,735.59,624.9,587.43,45.069,1.5637,-0.19073,0.16951
0.37352,0.089832,-0.035286,0.43009,0.027527,0.0073326,0.013513,0.0076604,0.0048909,-0.00093695,-4.8926e-05,-0.00045036,0.22364,0.054674,-0.014896,0.61828,0.010649,0.013653,1.458e-05,774.67,624.57,618.66,48.313,1.5693,-0.19073,0.1696
0.37606,0.094238,-0.02631,0.43005,0.028361,0.0084622,0.013472,0.0074333,0.0048666,-0.001065,3.125e-05,-0.00041201,0.23346,0.057305,-0.01204,0.63866,0.010147,0.013501,1.9493e-05,801.14,624.53,639.02,49.445,1.5727,-0.19073,0.16965
0.38062,0.093846,-0.012259,0.42905,0.028763,0.010523,0.013475,0.007315,0.0047625,-0.0011846,0.00010324,-0.00034725,0.24026,0.057675,-0.0066841,0.64999,0.0097517,0.013358,2.3437e-05,816.09,624.62,650.34,50.199,1.5763,-0.19073,0.16971
0.39328,0.089117,0.007536,0.42908,0.027771,0.011991,0.013186,0.0071334,0.0047645,-0.0011934,5.6869e-05,-0.00025964,0.25588,0.054686,0.0087641,0.66444,0.009285,0.013184,3.212e-05,834.55,624.43,664.77,52.478,1.5818,-0.19073,0.16983
0.40165,0.078648,0.022525,0.42805,0.026509,0.013924,0.012953,0.0070454,0.0047142,-0.0011846,8.8978e-06,-0.00016229,0.26187,0.045161,0.020442,0.66168,0.0091089,0.013032,3.3343e-05,831.31,624.39,662.01,53.182,1.5871,-0.19073,0.16996
0.4007,0.072602,0.038837,0.42621,0.026224,0.016588,0.012922,0.0070298,0.0045608,-0.0012513,4.3488e-06,-6.1448e-05,0.26067,0.042214,0.026595,0.65724,0.0089143,0.012886,3.0538e-05,825.81,624.67,657.58,52.901,1.5909,-0.19073,0.17008
0.39183,0.061033,0.053325,0.42394,0.025184,0.019021,0.012625,0.0070469,0.0044177,-0.0011301,-0.00012207,8.2287e-05,0.25021,0.036465,0.03086,0.63579,0.0089024,0.012733,2.3486e-05,798.12,625.13,636.16,51.236,1.5951,-0.19073,0.17025
0.39211,0.048291,0.0623,0.42192,0.023762,0.020885,0.012447,0.0070499,0.0043695,-0.0010928,-0.00018022,0.0001619,0.24447,0.024691,0.036408,0.61962,0.0089568,0.012597,1.7815e-05,777.43,625.25,620,50.096,1.6,-0.19073,0.17042
0.38542,0.036543,0.065483,0.41947,0.022336,0.022075,0.012322,0.0071086,0.0043516,-0.0010247,-0.00023119,0.00019079,0.23051,0.014179,0.036894,0.59683,0.0090902,0.012476,1.1102e-05,747.81,625.43,597.23,47.673,1.6046,-0.19073,0.17061
0.37147,0.019605,0.075045,0.41685,0.020884,0.023534,0.011762,0.007095,0.0041908,-0.00071446,-0.0004377,0.00033314,0.21303,0.0077986,0.037477,0.56099,0.0091421,0.012309,8.3471e-06,701.55,626.08,561.43,44.743,1.6091,-0.19073,0.17084
0.35937,0.0016718,0.077344,0.41418,0.019279,0.023448,0.011213,0.0070094,0.0039982,-0.00035575,-0.00060196,0.00039806,0.19334,0.0025381,0.034766,0.51833,0.0092682,0.012129,1.3959e-05,646.73,626.81,518.81,41.104,1.6142,-0.19073,0.17113
0.3501,-0.0072859,0.077312,0.41193,0.018057,0.023769,0.0111,0.0070666,0.0039837,-0.00026236,-0.00062729,0.00039155,0.17822,-0.0042634,0.032874,0.49582,0.0093972,0.012022,1.3619e-05,617.1,627.02,496.32,38.317,1.6182,-0.19073,0.17132
0.34266,-0.011783,0.07528,0.41019,0.017106,0.02334,0.011021,0.0071006,0.003982,-0.00019362,-0.0006021,0.00037077,0.1665,-0.0073606,0.030297,0.47758,0.0095793,0.011928,1.9702e-05,592.72,627.13,478.1,35.767,1.6219,-0.19073,0.17149
0.33752,-0.02186,0.070273,0.40822,0.015569,0.021337,0.010526,0.0069247,0.0037644,0.00014107,-0.0006469,0.0003602,0.14876,-0.0092452,0.025778,0.43463,0.0098882,0.011734,3.1385e-05,538,627.85,435.2,32.103,1.6273,-0.19073,0.1718
0.3389,-0.017707,0.056735,0.40772,0.014308,0.017625,0.010103,0.0066793,0.0035832,0.00035235,-0.00056307,0.00032339,0.13373,-0.0082178,0.020106,0.39608,0.010517,0.011522,3.4568e-05,488.95,628.36,396.68,28.629,1.6334,-0.19073,0.17209
0.33567,-0.017285,0.052744,0.40684,0.01372,0.016675,0.010041,0.0066712,0.0035862,0.00038724,-0.00051111,0.0003137,0.12722,-0.0077438,0.017131,0.38298,0.010788,0.011444,3.9197e-05,471.4,628.36,383.6,26.794,1.6364,-0.19073,0.17222
0.33562,-0.013589,0.046629,0.40666,0.013395,0.015489,0.010004,0.0066489,0.0036022,0.00038763,-0.0004529,0.00031622,0.12494,-0.0050818,0.013308,0.37515,0.011065,0.011372,3.9095e-05,460.71,628.19,375.77,25.561,1.6392,-0.19073,0.17232
0.3366,0.0030337,0.020342,0.40838,0.01275,0.010762,0.009657,0.0063893,0.003481,0.00045038,-0.00032327,0.00027477,0.11562,-0.0027506,0.0071249,0.35047,0.011647,0.011152,2.9737e-05,429.14,628.32,351.12,23.013,1.6456,-0.19073,0.17255
0.33025,0.020916,-0.016852,0.4124,0.012711,0.0058293,0.0094244,0.0061857,0.0034267,0.00039813,-0.00018511,0.00019707,0.11702,-0.0004227,0.00058258,0.35209,0.011764,0.010924,2.4509e-05,430.28,627.92,352.74,22.143,1.6523,-0.19073,0.17269
0.33335,0.025159,-0.022726,0.41286,0.012622,0.0047041,0.0093986,0.0061619,0.0034411,0.00037903,-0.00014128,0.00019799,0.11959,0.0025156,-0.0027295,0.35258,0.01192,0.010862,2.3615e-05,430.26,627.63,353.22,21.766,1.6547,-0.19073,0.17274
0.33992,0.028185,-0.024889,0.41383,0.012693,0.0037205,0.0093793,0.0061477,0.003449,0.00035024,-0.00010772,0.0001876,0.12767,0.0050052,-0.0039898,0.36198,0.011999,0.010805,2.432e-05,441.36,627.2,362.62,22.109,1.6569,-0.19073,0.17277
0.33942,0.032855,-0.054122,0.41978,0.01319,-0.00049298,0.0092659,0.0060102,0.0034363,0.00021549,3.8327e-05,3.1786e-05,0.14399,0.0059354,-0.0086557,0.39511,0.011778,0.010583,2.6247e-05,481.45,626.35,395.72,23.242,1.6638,-0.19073,0.17281
0.35759,0.019671,-0.05882,0.42686,0.014134,-0.0036241,0.0092528,0.0059041,0.0034272,2.2893e-05,0.00018818,-0.00016294,0.17342,0.0048052,-0.0084823,0.44711,0.011469,0.010369,3.4503e-05,544.74,625.18,447.66,25.661,1.6707,-0.19073,0.17277
0.36645,0.020821,-0.055387,0.42827,0.014327,-0.0044192,0.0092369,0.0059012,0.0034257,-9.5565e-06,0.00021534,-0.0001873,0.18541,0.0061647,-0.005837,0.46111,0.011495,0.010314,3.552e-05,561.73,624.63,461.64,26.636,1.6729,-0.19073,0.17277
0.37627,0.020201,-0.048191,0.43004,0.014615,-0.0050461,0.0092213,0.0059081,0.0034175,-4.1727e-05,0.00023542,-0.00021625,0.19735,0.0059577,3.7679e-05,0.47105,0.011509,0.010263,3.5355e-05,574.19,623.98,471.58,27.926,1.6751,-0.19073,0.17276
0.40015,-0.00072385,-0.034167,0.43753,0.015967,-0.0072179,0.0092419,0.0058082,0.0033594,-0.00025297,0.00034173,-0.00035518,0.22904,0.0022321,0.0052216,0.51483,0.011331,0.010061,4.7817e-05,627.64,622.6,515.32,30.503,1.682,-0.19073,0.17268
0.41671,-0.017584,-0.023583,0.44496,0.017629,-0.0088378,0.0091829,0.0057247,0.0032169,-0.000418,0.00036984,-0.0003525,0.25172,-0.0041745,0.0088272,0.53115,0.01143,0.0098831,4.9793e-05,647.06,621.11,531.62,31.834,1.6888,-0.19073,0.17257
0.42788,-0.020994,-0.018022,0.44716,0.01802,-0.0094077,0.0091587,0.0057386,0.0032012,-0.00044834,0.00037896,-0.00037396,0.262,-0.006946,0.013545,0.53351,0.011464,0.0098316,4.7108e-05,650.17,620.31,533.98,32.803,1.6911,-0.19073,0.17255
0.44036,-0.028813,-0.020852,0.44972,0.018493,-0.0099982,0.0091142,0.0057566,0.0031769,-0.00047148,0.00037299,-0.00037431,0.27095,-0.013319,0.01127,0.53092,0.011503,0.0097838,4.2949e-05,646.29,619.38,531.39,32.8,1.6935,-0.19073,0.17251
0.45778,-0.040051,-0.025888,0.45724,0.020343,-0.011647,0.0089131,0.0057307,0.0029837,-0.00054387,0.00032718,-0.00023969,0.28265,-0.02179,0.0071352,0.52335,0.011704,0.0096257,2.292e-05,635.9,617.72,523.82,32.817,1.7002,-0.19073,0.17238
0.48071,-0.046904,-0.035904,0.46502,0.022248,-0.013833,0.0086673,0.005771,0.0028325,-0.00053891,0.00023943,-8.227e-05,0.27917,-0.028024,-0.00037426,0.49856,0.011727,0.0094869,5.9943e-06,604.68,615.92,499.06,32.088,1.7068,-0.19073,0.17221
0.49404,-0.059915,-0.048127,0.46824,0.022841,-0.014631,0.0085832,0.0057937,0.0028017,-0.00055414,0.00021918,-5.8082e-05,0.28467,-0.038054,-0.010231,0.48922,0.011743,0.0094392,2.8624e-06,591.47,614.74,489.73,30.793,1.7094,-0.19073,0.17216
0.50257,-0.073493,-0.061333,0.47205,0.023507,-0.015784,0.0084572,0.0058157,0.0027738,-0.00056119,0.00019136,-1.9343e-05,0.28005,-0.04727,-0.020479,0.46997,0.011716,0.0093963,1.9395e-06,566.15,613.34,470.5,28.692,1.712,-0.19073,0.1721
0.52501,-0.077578,-0.059779,0.48101,0.025339,-0.019157,0.0082635,0.0059,0.0027259,-0.00052962,0.00010062,7.0128e-05,0.26079,-0.04818,-0.022776,0.43179,0.011564,0.0092731,1.3144e-07,519.08,611.25,432.36,27.551,1.7185,-0.19073,0.17188
0.54169,-0.076895,-0.047733,0.49138,0.026858,-0.024083,0.0080998,0.0060073,0.0027621,-0.0004953,3.2002e-05,9.4954e-05,0.24086,-0.044791,-0.019186,0.40075,0.011359,0.0091749,4.0521e-07,481.09,609.02,401.35,27.155,1.7245,-0.19073,0.17161
0.54182,-0.087875,-0.056911,0.49654,0.027654,-0.026046,0.0079193,0.0060236,0.0027355,-0.00050049,6.1425e-07,0.00013645,0.2264,-0.050877,-0.025994,0.37534,0.011285,0.009135,3.9985e-07,448.84,607.12,375.96,24.982,1.7276,-0.19073,0.17151
0.53541,-0.092345,-0.062301,0.50302,0.028491,-0.029119,0.0077119,0.0060269,0.002706,-0.00050724,-2.6786e-05,0.00016372,0.21497,-0.053378,-0.02997,0.36301,0.011185,0.0091036,3.9116e-07,432.69,604.78,363.65,23.759,1.7308,-0.19073,0.17137
0.54736,-0.092253,-0.061054,0.5155,0.029767,-0.035997,0.0075133,0.0061305,0.0027469,-0.0004826,-7.8974e-05,0.00017352,0.21012,-0.052548,-0.029343,0.35779,0.01098,0.0090294,3.4718e-06,425.07,602.2,358.44,24.104,1.7367,-0.19073,0.17103
0.55637,-0.096314,-0.074522,0.52919,0.030821,-0.044553,0.007302,0.00622,0.0027542,-0.000476,-0.000121,0.00018245,0.21777,-0.054602,-0.032466,0.37103,0.010826,0.0089795,7.9369e-06,438.96,599.68,371.65,24.955,1.7418,-0.19073,0.17064
0.54946,-0.097289,-0.082621,0.53827,0.031839,-0.049668,0.0070275,0.0061948,0.0026961,-0.00048931,-0.00014418,0.00019441,0.21617,-0.056456,-0.037892,0.3763,0.010711,0.0089566,7.668e-06,442.84,596.35,376.93,24.224,1.7457,-0.19073,0.17039
0.55077,-0.098511,-0.095006,0.55054,0.033055,-0.057712,0.006685,0.00614,0.002598,-0.00050659,-0.00016062,0.00019025,0.22451,-0.05857,-0.045123,0.39063,0.010627,0.008944,8.5952e-06,456.27,592.14,391.24,23.645,1.7503,-0.19073,0.16999
0.55264,-0.10356,-0.11154,0.56482,0.033995,-0.067662,0.0064678,0.006206,0.0025552,-0.00050358,-0.00019216,0.00019704,0.23318,-0.061465,-0.04971,0.40411,0.010584,0.0089104,8.8301e-06,470.11,589.52,404.7,24.371,1.7548,-0.19073,0.16956
0.54859,-0.10548,-0.12441,0.57829,0.034637,-0.078644,0.0063374,0.0062681,0.0025,-0.0004881,-0.00020884,0.00019598,0.24057,-0.064156,-0.05325,0.41451,0.010616,0.0088832,7.3407e-06,480.61,587.35,415.09,25.12,1.7585,-0.19073,0.16914
0.5616,-0.10734,-0.14068,0.59458,0.036311,-0.090529,0.0058413,0.0061347,0.002328,-0.0005133,-0.00021553,0.00018521,0.2571,-0.066193,-0.063076,0.43191,0.010587,0.0088859,9.8103e-06,496.29,581.69,432.48,24.289,1.7639,-0.19073,0.16848
0.58652,-0.10826,-0.1658,0.62012,0.038759,-0.11143,0.0051157,0.0059182,0.0020515,-0.00053466,-0.00021685,0.00018472,0.2797,-0.06701,-0.075764,0.44952,0.010597,0.0088871,1.0263e-05,510.8,574.26,450.07,23.563,1.7711,-0.19073,0.16728
0.58545,-0.10746,-0.17215,0.62709,0.038993,-0.11822,0.0050882,0.0059323,0.0020214,-0.0005261,-0.0002149,0.00017832,0.28336,-0.068104,-0.077422,0.45372,0.010593,0.0088732,9.5482e-06,514.72,573.04,454.27,23.835,1.7729,-0.19073,0.16703
0.62765,-0.1065,-0.20764,0.66394,0.042304,-0.15096,0.0041716,0.0056676,0.0017058,-0.00053738,-0.0002097,0.0001882,0.30924,-0.066241,-0.092563,0.46747,0.010519,0.0088631,9.9036e-06,521.71,562.47,468,23.737,1.782,-0.19073,0.165
0.6202,-0.1076,-0.20175,0.65582,0.041739,-0.14376,0.0042382,0.0056437,0.0016891,-0.00054096,-0.00021387,0.00019615,0.30151,-0.065978,-0.089172,0.46308,0.010563,0.0088603,9.3141e-06,520.2,566.13,463.61,23.221,1.78,-0.19073,0.16546
0.63044,-0.10606,-0.21007,0.66605,0.042491,-0.15352,0.0041386,0.005661,0.0016943,-0.00054019,-0.00020648,0.00018451,0.31124,-0.065686,-0.09458,0.46778,0.010513,0.0088698,9.9098e-06,521.01,561.24,468.31,23.404,1.7825,-0.19073,0.16488
0.6652,-0.10099,-0.24372,0.70337,0.044311,-0.19405,0.0040696,0.0057717,0.001775,-0.0005223,-0.00017247,0.00012456,0.33876,-0.06518,-0.11034,0.47987,0.010245,0.0088603,1.356e-05,519.48,545.32,480.39,24.787,1.791,-0.19073,0.16266
0.5857,-0.10689,-0.17816,0.63194,0.038835,-0.12473,0.0051651,0.0059292,0.0020197,-0.00052014,-0.00020822,0.00015545,0.28551,-0.068966,-0.078154,0.45597,0.010559,0.0088579,8.9579e-06,516.65,572.22,456.52,24.037,1.7743,-0.19073,0.16683
0.68512,-0.096908,-0.26423,0.71839,0.045729,-0.21438,0.0037942,0.0056984,0.0017153,-0.00053704,-0.00015123,9.3769e-05,0.34901,-0.060172,-0.12465,0.48135,0.010183,0.0088853,1.4834e-05,514.25,537.52,481.87,23.102,1.7948,-0.19073,0.16161
0.706,-0.094295,-0.2922,0.74006,0.046058,-0.24512,0.0039988,0.0057075,0.0017794,-0.00054341,-0.00011721,-3.3985e-06,0.36222,-0.05995,-0.13477,0.48735,0.0099881,0.0088567,1.7702e-05,512.29,528.5,487.86,23.495,1.8,-0.19073,0.16013
0.75418,-0.087557,-0.34872,0.7759,0.049712,-0.29743,0.0031584,0.0054561,0.0016738,-0.00055821,-8.7316e-05,-4.5201e-05,0.38007,-0.050809,-0.16497,0.49363,0.009799,0.008835,2.1042e-05,506.14,514.19,494.14,21.327,1.8084,-0.19073,0.15705
0.7562,-0.087302,-0.353,0.7778,0.049627,-0.3016,0.0032374,0.0054422,0.0016904,-0.0005643,-8.2224e-05,-7.8645e-05,0.38131,-0.050856,-0.1661,0.49439,0.0097714,0.0088279,2.1251e-05,506.1,513.29,494.89,21.341,1.809,-0.19073,0.15686
0.37774,-0.13747,0.21138,0.33259,0.011691,0.088354,0.035442,0.0062932,0.0058481,-0.0011529,0.0001566,0.0068851,0.20791,-0.071586,0.10914,0.56181,0.046822,0.02873,8.0388e-06,1343,1203.4,562.24,25.814,-2.1728,-0.19073,0.17529
