"U:0","U:1","U:2","UMean:0","UMean:1","UMean:2","UPrime2Mean:0","UPrime2Mean:1","UPrime2Mean:2","UPrime2Mean:3","UPrime2Mean:4","UPrime2Mean:5","UWater:0","UWater:1","UWater:2","alpha.water","k","kMean","nut","p_rgh","p_rghMean","rho","p","Points:0","Points:1","Points:2"
0.59438,-0.10962,-0.081226,0.5286,-0.02689,-0.085988,0.0084057,0.009127,0.0048522,-0.0003311,-0.00068083,0.00036687,0.17627,-0.032345,-0.019395,0.3038,0.0095345,0.010611,1.6358e-05,604.5,1005.7,304.5,6.8322,-0.93693,-0.19073,0.17434
0.56985,-0.13805,-0.066783,0.52069,-0.029284,-0.081119,0.0082268,0.0085189,0.0046656,-0.00032955,-0.00060125,0.00018797,0.18506,-0.039274,-0.01742,0.32943,0.0099389,0.010813,1.8443e-05,658.82,1009.5,330.1,6.5829,-0.94012,-0.19073,0.17492
0.61327,-0.073075,-0.097288,0.53805,-0.024535,-0.093251,0.0087681,0.0098193,0.0051274,-0.00041402,-0.00067499,0.0004148,0.16844,-0.026608,-0.02109,0.27841,0.0092669,0.010406,1.0564e-05,550.67,1001.1,279.13,6.6126,-0.93306,-0.19073,0.17366
0.62369,-0.079341,-0.10352,0.54335,-0.02387,-0.095953,0.0085903,0.0097484,0.0050576,-0.00042293,-0.00067363,0.00042464,0.16021,-0.027483,-0.022886,0.25554,0.0091654,0.010372,9.7005e-06,503.75,999.42,256.28,5.1013,-0.93179,-0.19073,0.17348
0.69157,-0.0094623,-0.14805,0.58749,-0.017089,-0.13203,0.0086136,0.010035,0.0049083,-0.00075034,-0.00022283,-8.1312e-05,0.074725,-0.0093608,-0.015549,0.10211,0.009041,0.0099341,2.035e-06,198.4,984.12,103.01,0.44802,-0.91816,-0.19073,0.17087
0.65402,-0.028035,-0.13489,0.569,-0.018831,-0.12055,0.010521,0.010486,0.0053793,-0.00079332,-0.00029476,-0.0004685,0.11774,-0.018178,-0.02294,0.1689,0.0089981,0.01003,3.2487e-06,328.72,987.86,169.73,2.0849,-0.92149,-0.19073,0.17161
0.66439,-0.030713,-0.13896,0.56995,-0.019239,-0.1182,0.009213,0.010251,0.0051834,-0.00071317,-0.00038715,2.1404e-05,0.11271,-0.01722,-0.02198,0.16172,0.0089587,0.010053,3.5561e-06,314.92,988.94,162.56,1.9057,-0.9227,-0.19073,0.17183
0.68708,-0.011129,-0.14539,0.58658,-0.017056,-0.1326,0.0091787,0.010119,0.004995,-0.00072513,-0.00020038,-0.00029887,0.075732,-0.0095314,-0.015755,0.10347,0.009051,0.0099342,2.0533e-06,201.03,983.82,104.36,0.48005,-0.91777,-0.19073,0.1708
0.70381,-0.0031387,-0.14808,0.59589,-0.016138,-0.1384,0.0080882,0.0098761,0.0046621,-0.00083409,-0.00013062,-1.6467e-05,0.063824,-0.0072519,-0.013217,0.086432,0.0090937,0.0098949,1.725e-06,167.92,982.4,87.345,0.11348,-0.91633,-0.19073,0.17041
0.66571,-0.10632,-0.13989,0.67823,-0.012995,-0.26273,0.021784,0.012136,0.0071116,0.00067641,-0.00034782,-0.0052387,0.15326,-0.029708,-0.037712,0.19951,0.0097553,0.0098777,8.9852e-06,366.55,921.01,200.31,5.9806,-0.88186,-0.19073,0.15978
0.69548,-0.059372,-0.11954,0.67527,-0.011832,-0.24856,0.018438,0.011086,0.0061503,-0.00053812,3.2888e-05,-0.0039681,0.10159,-0.01297,-0.020624,0.13197,0.0091828,0.0098114,6.107e-06,246.75,931.85,132.83,3.8968,-0.88608,-0.19073,0.16141
0.65573,-0.14791,-0.17875,0.6865,-0.014268,-0.27952,0.022981,0.012768,0.007869,0.0014346,-0.00061922,-0.0062431,0.17981,-0.038083,-0.050761,0.23888,0.010236,0.0099559,9.8887e-06,434.86,912.02,239.64,6.421,-0.87732,-0.19073,0.15807
0.64467,-0.14933,-0.16008,0.66741,-0.014151,-0.26255,0.02508,0.013667,0.008645,0.001817,-0.00072401,-0.0070091,0.18118,-0.040253,-0.047117,0.23517,0.010284,0.0099755,8.8121e-06,429.57,916.63,235.94,6.5536,-0.87974,-0.19073,0.15902
0.051019,-0.06092,-0.1105,0.070732,0.057961,0.016765,0.0337,0.030375,0.041497,-0.0028669,-0.0035079,0.013727,-0.0030802,-0.00081794,-0.0068255,0.059122,0.010093,0.012515,1.3495e-05,102.62,888.55,60.063,0.05337,-0.62801,-0.19073,0.15787
0.063668,-0.084727,-0.10198,0.0618,0.057446,0.019111,0.033861,0.028678,0.042884,-0.0020568,-0.002836,0.014076,-0.0011288,-0.0015313,-0.0041818,0.037549,0.010817,0.012573,1.0693e-05,65.237,887,38.511,-0.50421,-0.63182,-0.19073,0.15736
0.045094,-0.058937,-0.11843,0.071516,0.057566,0.016485,0.03357,0.030826,0.041037,-0.0032656,-0.0036729,0.013724,-0.0029872,-0.00083472,-0.0068135,0.058709,0.0099425,0.012501,1.385e-05,101.92,888.86,59.65,0.028988,-0.62727,-0.19073,0.15795
0.040548,-0.036433,-0.16625,0.080078,0.05672,0.014997,0.032933,0.032338,0.038588,-0.0037897,-0.0039264,0.012975,-0.0048197,0.00067342,-0.011978,0.08232,0.0094369,0.01243,1.4738e-05,143.02,890.93,83.238,0.67534,-0.62273,-0.19073,0.15856
0.039423,-0.054021,-0.13355,0.072483,0.05723,0.016092,0.033359,0.031216,0.0404,-0.0034827,-0.0037991,0.013661,-0.0028642,-0.00081231,-0.0070457,0.058922,0.009814,0.01248,1.3616e-05,102.35,889.29,59.863,0.01687,-0.62634,-0.19073,0.15806
0.026658,-0.0037022,-0.20479,0.098613,0.055968,0.0153,0.03107,0.032709,0.034623,-0.0030627,-0.0039638,0.011711,-0.0098315,0.014299,-0.028307,0.15532,0.0091195,0.012179,1.1375e-05,270.48,896.16,156.16,3.0974,-0.61189,-0.19073,0.1599
0.025524,-0.016638,-0.20661,0.094705,0.056301,0.014632,0.03108,0.033168,0.034312,-0.0032171,-0.0038541,0.011822,-0.0075434,0.0067535,-0.022387,0.12087,0.0090899,0.012217,1.1924e-05,210.56,895.38,121.75,1.978,-0.61364,-0.19073,0.15971
5.5502e-05,-0.0064705,-0.19532,0.1023,0.055743,0.015911,0.030644,0.032364,0.034922,-0.0027036,-0.0040702,0.011586,-0.00909,0.012574,-0.027729,0.15263,0.0093166,0.012102,1.0971e-05,266.62,897.58,153.48,2.9018,-0.60909,-0.19073,0.16025
-0.015812,0.021801,-0.17522,0.10916,0.054945,0.017638,0.030882,0.030595,0.035634,-0.0019504,-0.0030785,0.011258,-0.0084182,0.020881,-0.032359,0.20788,0.0096626,0.012005,1.1199e-05,364.96,899.75,208.67,4.3151,-0.60454,-0.19073,0.16079
-0.017796,0.015475,-0.1801,0.10724,0.055101,0.017398,0.030767,0.031106,0.035535,-0.002112,-0.0032844,0.01128,-0.0079067,0.0163,-0.030271,0.18409,0.00962,0.012022,1.1625e-05,323.24,899.36,184.91,3.4614,-0.60548,-0.19073,0.16069
0.18266,0.21218,0.04864,0.38316,0.044019,0.014554,0.025208,0.017787,0.011172,0.003781,0.00096689,0.0011533,0.057739,0.066032,0.0086538,0.33494,0.004954,0.0081126,1.0427e-05,607.18,914.68,335.61,10.311,-0.40455,-0.19073,0.17061
0.18088,0.22818,0.052713,0.38219,0.044429,0.013823,0.025557,0.017801,0.011213,0.0039652,0.00088143,0.0011083,0.05644,0.070784,0.011667,0.32422,0.004899,0.0081527,1.0483e-05,587.63,914.8,324.89,9.7286,-0.40669,-0.19073,0.17054
0.17761,0.062542,-0.032557,0.38875,0.041757,0.017568,0.023464,0.017404,0.010854,0.0028089,0.0015225,0.0013691,0.068319,0.01656,-0.019772,0.41242,0.0054972,0.0078665,8.9335e-06,743.25,913.99,413,10.74,-0.39091,-0.19073,0.17116
0.17509,0.10356,-0.011005,0.38701,0.042669,0.016717,0.023942,0.017596,0.010993,0.0030737,0.0013014,0.0013583,0.061499,0.031033,-0.014159,0.38455,0.0053109,0.0079393,9.3639e-06,694.21,914.18,385.17,10.681,-0.395,-0.19073,0.17099
0.174,0.10828,-0.0061465,0.38699,0.042548,0.016568,0.023981,0.017667,0.011071,0.0031093,0.001273,0.0013893,0.061627,0.031493,-0.0138,0.38472,0.0053139,0.0079457,9.6874e-06,694.52,914.18,385.33,10.708,-0.39546,-0.19073,0.17098
0.17925,0.056719,-0.038862,0.38881,0.041918,0.01782,0.023409,0.017335,0.010748,0.0027948,0.001574,0.0013366,0.068635,0.016276,-0.020145,0.41385,0.0055001,0.0078581,8.3244e-06,745.89,914.01,414.43,10.745,-0.39025,-0.19073,0.17118
0.19159,0.033507,-0.047129,0.3901,0.041032,0.018685,0.022956,0.017087,0.010535,0.0025812,0.0018571,0.0013367,0.080909,0.0075725,-0.019902,0.44469,0.005711,0.0077881,6.9593e-06,801.13,913.88,445.24,11.341,-0.38636,-0.19073,0.17136
0.24529,0.01514,-0.026182,0.39049,0.038976,0.021231,0.021506,0.016361,0.0097478,0.002517,0.0028331,0.0015742,0.14284,0.010832,-0.0031127,0.56996,0.0063902,0.0075584,2.7646e-06,1030.9,913.74,570.39,16.823,-0.37273,-0.19073,0.17191
0.22853,0.011813,-0.037662,0.39047,0.039847,0.020748,0.021924,0.016468,0.0098853,0.0024883,0.0025946,0.001475,0.12344,0.0068663,-0.010592,0.53587,0.0062443,0.0076168,3.7167e-06,967.88,913.84,536.34,14.757,-0.37601,-0.19073,0.17177
0.22837,0.014549,-0.040056,0.39086,0.039696,0.020455,0.021988,0.016481,0.009961,0.0024871,0.0025468,0.001451,0.11983,0.0058283,-0.010734,0.52556,0.0061704,0.0076305,3.7324e-06,948.98,913.78,526.04,14.568,-0.37727,-0.19073,0.17173
0.24729,0.014612,-0.023068,0.3901,0.039055,0.021573,0.021386,0.016415,0.0097197,0.0024808,0.0028396,0.0015547,0.14821,0.012465,-0.0024615,0.58359,0.0064791,0.0075417,2.7608e-06,1055.9,913.82,584,17.081,-0.37127,-0.19073,0.17196
0.26282,0.0197,-0.010771,0.38989,0.038228,0.022052,0.020983,0.016508,0.0096466,0.0025316,0.0030305,0.0015963,0.16743,0.018725,0.0065473,0.61366,0.0065878,0.0074905,2.0573e-06,1111.9,913.75,614.04,19.248,-0.36818,-0.19073,0.1721
0.32216,0.066355,0.040086,0.38821,0.036874,0.020562,0.019594,0.016251,0.0089701,0.0028079,0.0028318,0.00063809,0.23199,0.050834,0.04146,0.67664,0.0068862,0.0072909,8.1147e-07,1230.1,914.08,676.96,23.458,-0.35454,-0.19073,0.17269
0.31041,0.05807,0.030988,0.38828,0.037246,0.02097,0.019788,0.016321,0.0090057,0.0027825,0.0028992,0.00080003,0.22166,0.043199,0.033028,0.67833,0.0069085,0.0073287,1.0432e-06,1232.6,914.07,678.65,22.841,-0.35701,-0.19073,0.17258
0.30121,0.04416,0.023316,0.38853,0.037308,0.021961,0.019997,0.016677,0.0093484,0.0026855,0.0030189,0.0010372,0.21574,0.039435,0.030665,0.6751,0.0068467,0.007356,1.0914e-06,1226.5,913.94,675.43,22.941,-0.35909,-0.19073,0.17249
0.3324,0.08379,0.045259,0.38796,0.036212,0.019525,0.019449,0.015929,0.0087006,0.002994,0.0025799,0.00039819,0.23566,0.055611,0.042387,0.67162,0.0069152,0.0072603,7.8105e-07,1221.1,914.21,671.95,23.197,-0.35226,-0.19073,0.17278
0.34256,0.094322,0.049452,0.38798,0.03572,0.018943,0.019313,0.015734,0.0086427,0.0030076,0.0024628,0.00025588,0.24182,0.064239,0.046089,0.66166,0.0068575,0.007227,4.8757e-07,1203.3,914.21,661.99,23.31,-0.35,-0.19073,0.17288
0.36674,0.18289,0.042749,0.389,0.030874,0.012816,0.018829,0.014335,0.0076482,0.0030335,0.0018248,3.8636e-05,0.21257,0.10256,0.024593,0.53905,0.0062447,0.0070342,2.6019e-06,980.61,914.5,539.51,19.834,-0.33636,-0.19073,0.17331
0.36712,0.16959,0.049432,0.38854,0.031306,0.013371,0.018903,0.014494,0.0077302,0.003077,0.0018971,8.3101e-05,0.22242,0.096297,0.032218,0.56641,0.0064212,0.0070604,2.4673e-06,1030.8,914.52,566.85,20.899,-0.33813,-0.19073,0.17326
0.37074,0.16083,0.044144,0.38781,0.032122,0.014964,0.01919,0.014839,0.008052,0.003278,0.001846,-7.3066e-05,0.23987,0.09719,0.033785,0.6028,0.0065602,0.0071016,4.0361e-07,1096.4,914.41,603.2,21.61,-0.34091,-0.19073,0.17318
0.35867,0.18053,0.047132,0.38995,0.030545,0.011822,0.018472,0.01395,0.0073086,0.002788,0.0018976,0.00020476,0.18962,0.094188,0.02326,0.49489,0.0059999,0.0069886,5.0431e-06,901.53,914.62,495.4,19.326,-0.33345,-0.19073,0.1734
0.35149,0.18718,0.041263,0.39049,0.0303,0.011417,0.018376,0.013811,0.0072278,0.0027305,0.0018464,0.00019496,0.17459,0.094439,0.016471,0.46571,0.0058117,0.006964,5.5587e-06,848.24,914.59,466.24,18.433,-0.33182,-0.19073,0.17344
0.28433,0.16617,0.056222,0.39231,0.030114,0.012935,0.016803,0.012528,0.0065033,0.0026678,0.0013495,0.00054983,0.13097,0.083683,0.02336,0.46188,0.004749,0.0067534,1.411e-05,841.74,914.96,462.42,17.493,-0.31818,-0.19073,0.17381
0.29188,0.16879,0.049394,0.3921,0.030089,0.012811,0.016883,0.012608,0.0065304,0.0026588,0.0014188,0.0005332,0.13759,0.085867,0.018621,0.46332,0.0048015,0.0067711,1.2444e-05,844.21,914.98,463.85,17.567,-0.31942,-0.19073,0.17378
0.30736,0.17114,0.033898,0.39211,0.030047,0.011718,0.017443,0.012904,0.0065869,0.0025886,0.0016404,0.00047353,0.13962,0.085378,0.011089,0.44738,0.0049368,0.0068243,1.0128e-05,815.33,914.83,447.93,17.579,-0.32273,-0.19073,0.17368
0.27446,0.16159,0.08085,0.39204,0.030297,0.014152,0.016263,0.012202,0.006575,0.0026959,0.0010605,0.00053443,0.12493,0.079267,0.032839,0.45667,0.0047809,0.0066972,1.2721e-05,832.36,915.11,457.21,17.106,-0.31474,-0.19073,0.17392
0.26777,0.15674,0.089302,0.39212,0.030364,0.014315,0.016205,0.012132,0.0065677,0.0027106,0.00099344,0.00054303,0.11728,0.074201,0.038392,0.44899,0.0047819,0.0066824,1.3028e-05,818.73,915.09,449.54,17.02,-0.31364,-0.19073,0.17395
0.23553,0.11537,0.13489,0.39096,0.031494,0.016641,0.015021,0.011006,0.006936,0.0028653,0.00016289,0.00011767,0.04139,0.021475,0.023763,0.2113,0.005941,0.0064895,2.3391e-06,384.08,915.61,212.09,6.8798,-0.3,-0.19073,0.17443
0.24048,0.11872,0.13627,0.39095,0.031433,0.016625,0.015035,0.011049,0.0069259,0.002862,0.00018492,0.00012544,0.047007,0.025015,0.026175,0.22558,0.0058721,0.0064962,2.5351e-06,410.21,915.62,226.35,7.7382,-0.3006,-0.19073,0.17441
0.2528,0.12628,0.1269,0.39129,0.031042,0.016303,0.015298,0.011342,0.0068743,0.0027862,0.00034919,0.00028535,0.071649,0.038184,0.036645,0.31538,0.0054244,0.0065498,4.6045e-06,574.38,915.4,316.07,11.393,-0.30454,-0.19073,0.17426
0.2154,0.10467,0.1154,0.39075,0.03186,0.016673,0.014839,0.010688,0.0068463,0.0029605,0.00011439,2.8384e-05,0.021747,0.011664,0.012444,0.13631,0.00635,0.0064349,1.1614e-06,247.12,915.87,137.18,3.603,-0.29586,-0.19073,0.17461
0.21116,0.10239,0.1123,0.39077,0.031887,0.01666,0.014827,0.010659,0.0068496,0.0029627,0.00010372,2.5332e-05,0.018532,0.009912,0.010406,0.12828,0.0063986,0.0064305,1.1884e-06,232.36,915.87,129.15,3.0358,-0.29546,-0.19073,0.17462
0.56827,0.062718,-0.10975,0.62355,0.048675,-0.11941,0.0060811,0.0065997,0.0029677,5.5061e-05,-0.00020972,-3.3442e-05,0.17422,0.01325,-0.032591,0.31524,0.0030957,0.0039445,4.2761e-06,539.27,861.92,315.92,8.5625,-0.027248,-0.19073,0.1731
0.56667,0.060417,-0.10525,0.61832,0.048485,-0.11477,0.0062467,0.006624,0.0030132,5.1136e-05,-0.00020071,-1.6614e-05,0.18205,0.011302,-0.031123,0.33218,0.0030888,0.0039423,3.5075e-06,569.84,864.06,332.84,9.7014,-0.028847,-0.19073,0.17333
0.56467,0.059332,-0.10028,0.6103,0.046087,-0.10648,0.0056495,0.0063466,0.0029282,0.00023487,-0.0002393,2.0286e-05,0.1805,0.011945,-0.030662,0.33039,0.003167,0.0039287,1.7789e-06,568.97,867.37,331.06,8.8217,-0.031792,-0.19073,0.17388
0.56796,0.061051,-0.12034,0.62821,0.050536,-0.12597,0.0069788,0.0069028,0.0030831,-0.00016547,-0.0001524,-0.00016952,0.18336,0.013199,-0.035124,0.3316,0.0030699,0.0039718,5.6284e-06,565.93,859.55,332.27,9.3825,-0.024967,-0.19073,0.17267
0.57127,0.060665,-0.12754,0.63642,0.050781,-0.13316,0.0065915,0.0068297,0.0029872,-0.00012486,-0.00018145,-0.00016785,0.1831,0.014714,-0.038621,0.32707,0.0031011,0.0039766,7.0726e-06,556.49,856.65,327.74,8.6355,-0.022704,-0.19073,0.17227
0.66334,-0.008051,-0.30368,0.75074,0.062976,-0.31343,0.016421,0.010177,0.0049907,-0.0015896,0.00020898,-0.0049956,0.35907,-0.03126,-0.14326,0.52632,0.0052478,0.0052305,7.3393e-06,819.03,779.23,526.8,13.557,0.022677,-0.19073,0.15837
0.72831,0.053297,0.74048,0.11046,0.069426,0.0036968,0.042048,0.034142,0.03599,0.00046451,-0.0014962,0.012571,0.0011149,0.00014102,0.0009194,0.0018358,0.01293,0.012819,1.4961e-06,4.9083,752.82,2.8339,0.75938,0.29899,-0.19073,0.15814
0.76747,-0.010245,0.71045,0.10383,0.066545,0.0025919,0.040829,0.034098,0.036297,0.00013951,-0.0018138,0.011644,0.0012469,4.1898e-06,0.00096837,0.001738,0.013314,0.012949,3.4792e-07,5.3447,751.81,2.7362,1.3448,0.29546,-0.19073,0.1577
0.74972,0.06925,0.79839,0.11091,0.069812,0.0035558,0.042314,0.03407,0.035559,0.00066719,-0.001209,0.012763,0.0007711,1.3828e-05,0.00081322,0.0012515,0.012701,0.012796,1.4778e-06,3.9126,753.17,2.2502,0.64417,0.3,-0.19073,0.15824
0.63423,0.10387,0.67191,0.11731,0.073731,0.0055096,0.043307,0.0343,0.034196,0.0014965,-0.00061991,0.013147,0.00068241,5.4328e-05,0.0007286,0.0014992,0.012265,0.012679,4.5484e-06,3.8696,754.78,2.4977,0.24177,0.30454,-0.19073,0.15875
0.73144,0.077217,0.78664,0.11212,0.070645,0.0037933,0.04272,0.034211,0.035093,0.00095313,-0.00092812,0.012885,0.00071032,3.2227e-06,0.0007973,0.0012109,0.012552,0.012767,2.7224e-06,3.7593,753.67,2.2096,0.55023,0.30126,-0.19073,0.15838
0.32791,0.066058,0.34268,0.13868,0.077586,0.0060217,0.046136,0.03766,0.032976,0.0031044,-0.0018669,0.011461,-0.00039719,0.0055188,-0.004357,0.020886,0.011083,0.012458,4.2527e-06,31.366,758.72,21.865,0.070444,0.31544,-0.19073,0.15984
0.37578,0.040398,0.4056,0.13362,0.077747,0.0064097,0.045898,0.036881,0.032963,0.0029998,-0.0020029,0.01186,0.00066219,0.0010209,-0.00045345,0.0053652,0.011118,0.012468,4.3998e-06,9.065,758.2,6.3598,-0.10128,0.31364,-0.19073,0.15967
0.26344,0.032313,0.25418,0.14402,0.079152,0.0041187,0.047012,0.039191,0.033631,0.0029536,-0.0023726,0.011419,-0.00014961,0.004987,-0.0038783,0.019645,0.010753,0.012394,1.4769e-06,29.503,759.83,20.625,-0.093348,0.31818,-0.19073,0.16009
0.17549,0.084963,0.091588,0.15537,0.080459,0.0017993,0.047107,0.041218,0.033396,0.0021589,-0.0019887,0.011168,-0.0023259,0.015771,-0.009754,0.056883,0.010702,0.012348,2.4735e-07,83.752,761.4,57.826,0.40818,0.32273,-0.19073,0.16052
0.19714,0.060624,0.12412,0.15122,0.080798,0.0019707,0.04719,0.040712,0.033619,0.0022881,-0.0022327,0.011459,-0.00039755,0.0078878,-0.0057153,0.029798,0.010581,0.012346,9.0869e-08,44.552,761.02,30.768,-0.066336,0.32148,-0.19073,0.16039
0.1009,0.23637,-0.12015,0.17633,0.079492,0.004072,0.044393,0.042125,0.03126,-0.00021947,-0.0022254,0.010741,0.0050581,0.050491,-0.018468,0.1683,0.01108,0.012264,9.2367e-07,250.1,764.62,169.14,2.4455,0.33199,-0.19073,0.16144
0.098588,0.23656,-0.11972,0.17591,0.07956,0.0039168,0.044414,0.042146,0.03125,-0.00019924,-0.0022202,0.01072,0.0038472,0.050325,-0.018111,0.16794,0.011081,0.012266,9.6919e-07,249.62,764.56,168.77,2.5055,0.33182,-0.19073,0.16143
0.10715,0.24838,-0.13504,0.1786,0.078527,0.005457,0.044,0.042178,0.030984,-0.00028581,-0.0022189,0.010638,0.0071538,0.050742,-0.019824,0.16579,0.011011,0.012255,8.7385e-07,246.97,765.21,166.63,2.3572,0.3334,-0.19073,0.16161
0.16891,-0.015404,-0.10709,0.36741,0.053249,0.011863,0.021057,0.019806,0.0098257,0.0032209,-0.00034852,0.00087215,0.093901,-0.011116,-0.050016,0.56392,0.0061938,0.0079567,1.5565e-05,868.71,777.32,564.36,17.21,0.52273,-0.19073,0.17055
0.16687,-0.015145,-0.10721,0.36725,0.053302,0.011864,0.021067,0.019803,0.0098405,0.00321,-0.0003669,0.00084871,0.092832,-0.010906,-0.050098,0.56221,0.0061894,0.0079603,1.539e-05,866.07,777.33,562.65,17.147,0.52251,-0.19073,0.17054
0.30656,-0.020405,-0.094693,0.37855,0.053625,0.013917,0.019858,0.01829,0.0097375,0.002928,0.0013497,0.001411,0.13503,-0.012016,-0.03458,0.49286,0.0064118,0.0077364,1.5723e-05,757.6,776.76,493.37,15.868,0.53636,-0.19073,0.17101
0.27138,-0.018322,-0.10698,0.37543,0.053137,0.012537,0.020293,0.018933,0.0097215,0.0031608,0.00094051,0.0013609,0.13002,-0.010967,-0.04349,0.52712,0.0062699,0.0078048,1.6159e-05,810.65,776.92,527.59,16.403,0.53218,-0.19073,0.17089
0.26863,-0.01857,-0.11012,0.37533,0.053096,0.012266,0.020332,0.018988,0.009745,0.0032085,0.00091209,0.0013616,0.13012,-0.011044,-0.043964,0.52928,0.0062703,0.0078103,1.6355e-05,814.02,776.91,529.75,16.46,0.53182,-0.19073,0.17089
0.3074,-0.016405,-0.087417,0.37847,0.053596,0.014485,0.01985,0.018239,0.009692,0.0028774,0.0013576,0.0014005,0.13508,-0.011755,-0.03387,0.49167,0.0064348,0.0077289,1.5543e-05,755.77,776.78,492.18,15.836,0.53686,-0.19073,0.17103
0.32129,-0.015676,-0.061149,0.38036,0.053882,0.016713,0.019452,0.017527,0.009602,0.0025677,0.0014563,0.0013647,0.1371,-0.014182,-0.022372,0.48621,0.0067817,0.007661,1.3732e-05,747.52,776.73,486.72,16.448,0.54091,-0.19073,0.17114
0.23975,0.017867,0.0084017,0.37842,0.052336,0.023579,0.018797,0.016263,0.0086633,0.0016449,0.00090701,0.0014007,0.12807,-0.013192,-0.0023682,0.6002,0.00806,0.007418,2.0169e-07,928.01,777.2,600.6,23.127,0.55454,-0.19073,0.17173
0.26809,0.013669,0.0047712,0.37914,0.052678,0.022724,0.018924,0.01644,0.0088893,0.0018512,0.0010314,0.0012846,0.13916,-0.013448,-0.003509,0.58051,0.0078752,0.0074847,2.4543e-06,896.33,777.11,580.93,21.62,0.55103,-0.19073,0.17155
0.27638,0.0076562,0.0012358,0.3798,0.053019,0.02237,0.019014,0.016448,0.008988,0.0018632,0.0010373,0.0012827,0.13785,-0.016051,-0.0042421,0.56892,0.0077563,0.0075014,2.9407e-06,877.79,777,569.35,21.277,0.55,-0.19073,0.1715
0.23523,0.023738,0.002468,0.37764,0.051988,0.023444,0.01862,0.016156,0.0085587,0.0016942,0.00093332,0.0014228,0.12972,-0.010019,-0.0044335,0.61267,0.0081725,0.0073959,1.4882e-07,947.82,777.34,613.06,23.396,0.55582,-0.19073,0.17179
0.22217,0.029584,-0.005275,0.37683,0.051718,0.023479,0.018487,0.015957,0.0084414,0.0015571,0.00091145,0.0016021,0.12541,-0.0069441,-0.0097103,0.62689,0.0082329,0.0073314,4.6311e-07,971.15,777.42,627.26,24.73,0.55909,-0.19073,0.17196
0.31371,0.063931,-0.061413,0.37332,0.050621,0.019141,0.018087,0.013765,0.008076,0.0016497,0.00090868,0.0019933,0.20313,0.015096,-0.032724,0.7101,0.008838,0.0070659,1.2044e-05,1113.3,777.96,710.39,38.818,0.57273,-0.19073,0.17257
0.29187,0.0641,-0.061,0.37373,0.050668,0.01984,0.017977,0.014087,0.0080859,0.0016991,0.00095266,0.0019784,0.18346,0.015882,-0.032286,0.70287,0.0087493,0.0071158,9.2308e-06,1098,777.95,703.17,34.472,0.57014,-0.19073,0.17246
0.26862,0.058458,-0.049994,0.37401,0.050794,0.020937,0.018061,0.014547,0.0081637,0.001654,0.0009521,0.0019447,0.16723,0.011658,-0.028231,0.68908,0.0085796,0.0071528,7.8165e-06,1074.3,777.83,689.39,32.405,0.56818,-0.19073,0.17238
0.34322,0.061151,-0.064978,0.37344,0.050637,0.01795,0.018081,0.013351,0.0080269,0.0016124,0.00086172,0.0019446,0.22608,0.01603,-0.035807,0.72744,0.0090052,0.0070263,1.3115e-05,1143.8,778.03,727.71,41.97,0.57488,-0.19073,0.17265
0.36275,0.052307,-0.062779,0.37339,0.050777,0.017242,0.018227,0.013107,0.0080558,0.0015334,0.00080719,0.0018974,0.24173,0.0072231,-0.033926,0.7253,0.0090251,0.0069829,1.4579e-05,1144.3,777.99,725.58,45.786,0.57727,-0.19073,0.17274
0.46247,-0.0653,-0.00078861,0.37893,0.053008,0.011873,0.018254,0.012147,0.0080155,0.0011761,0.00040983,0.0014394,0.27428,-0.07391,0.0035688,0.71448,0.0084167,0.0067615,1.4299e-05,1124.1,777.57,714.77,43.95,0.59091,-0.19073,0.17316
0.4554,-0.058063,-0.0073868,0.37791,0.052578,0.012585,0.018273,0.012144,0.0080143,0.0012378,0.00044391,0.0014636,0.26599,-0.066111,-0.0026646,0.70519,0.0086243,0.0067907,1.5698e-05,1113.2,777.71,705.49,46.962,0.58897,-0.19073,0.17309
0.44538,-0.01889,-0.028135,0.37628,0.052034,0.013734,0.018405,0.012294,0.0080493,0.001242,0.00052879,0.0015302,0.28132,-0.046441,-0.012217,0.72263,0.0088025,0.0068313,1.6079e-05,1144.6,777.74,722.91,50.39,0.58636,-0.19073,0.17302
0.44153,-0.10126,0.01117,0.38103,0.053494,0.010357,0.017959,0.012043,0.0079433,0.0011843,0.00031944,0.0014052,0.26426,-0.084319,0.0094896,0.71027,0.0081261,0.0067242,1.0648e-05,1112.6,777.54,710.56,39.389,0.59365,-0.19073,0.17323
0.44748,-0.10306,0.017796,0.38216,0.053862,0.0095944,0.017903,0.012073,0.0079071,0.0011369,0.00029074,0.0013991,0.27066,-0.086921,0.015984,0.71604,0.0079896,0.0066982,8.5138e-06,1118.3,777.4,716.33,36.634,0.59545,-0.19073,0.17328
0.41547,-0.11233,0.031731,0.39111,0.053202,0.0064909,0.016175,0.011699,0.0072319,0.0012778,-0.00016657,0.0011704,0.3038,-0.084519,0.036037,0.7243,0.0075242,0.0065085,6.3532e-06,1120.2,776.84,724.58,26.528,0.60909,-0.19073,0.17355
0.4073,-0.1139,0.029449,0.3902,0.053181,0.0066338,0.016287,0.011746,0.0072929,0.0012874,-0.00014777,0.001212,0.29681,-0.086352,0.033722,0.72696,0.0075441,0.0065293,5.2337e-06,1124.9,776.95,727.23,26.989,0.60758,-0.19073,0.17352
